Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager,Attrition,YearsSinceLastPromotionMEAN
55.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,4.0,Female,1.0,5.0,Manager,3.0,Married,19187.0,4.0,No,14.0,4.0,1.0,23.0,5.0,3.0,19.0,11.0,0.0,9.0
36.0,Travel_Rarely,Research & Development,14.0,1.0,Life Sciences,3.0,Male,3.0,2.0,Healthcare Representative,4.0,Married,6586.0,0.0,Yes,17.0,1.0,1.0,17.0,2.0,2.0,16.0,11.0,0.0,6.0
24.0,Travel_Rarely,Sales,10.0,4.0,Marketing,4.0,Female,3.0,2.0,Sales Executive,3.0,Divorced,4260.0,1.0,Yes,12.0,4.0,1.0,5.0,2.0,4.0,5.0,3.0,0.0,1.0
39.0,Travel_Rarely,Research & Development,3.0,2.0,Medical,3.0,Male,2.0,2.0,Laboratory Technician,3.0,Divorced,3069.0,0.0,No,15.0,4.0,1.0,11.0,3.0,3.0,10.0,7.0,0.0,4.0
23.0,Travel_Rarely,Research & Development,9.0,1.0,Medical,2.0,Male,3.0,1.0,Laboratory Technician,1.0,Married,2500.0,1.0,No,14.0,4.0,1.0,5.0,2.0,4.0,4.0,2.0,0.0,1.5
35.0,Non-Travel,Sales,8.0,2.0,Marketing,3.0,Female,2.0,3.0,Sales Executive,4.0,Married,10377.0,4.0,Yes,11.0,2.0,1.0,16.0,6.0,2.0,13.0,12.0,0.0,3.0
46.0,Travel_Frequently,Research & Development,1.0,3.0,Medical,3.0,Male,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,2.0,Yes,13.0,3.0,1.0,21.0,5.0,2.0,10.0,5.0,0.0,9.0
56.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,1.0,Married,2066.0,2.0,No,22.0,4.0,1.0,5.0,3.0,4.0,3.0,0.0,0.0,1.5
44.0,Travel_Rarely,Sales,5.0,3.0,Marketing,2.0,Male,3.0,5.0,Manager,2.0,Married,18213.0,7.0,No,11.0,3.0,1.0,26.0,5.0,3.0,22.0,10.0,0.0,6.0
31.0,Travel_Rarely,Research & Development,11.0,4.0,Life Sciences,4.0,Male,3.0,1.0,Research Scientist,4.0,Married,2356.0,3.0,Yes,19.0,2.0,1.0,8.0,2.0,3.0,6.0,2.0,0.0,2.0
46.0,Non-Travel,Research & Development,7.0,4.0,Medical,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,2.0,No,14.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0
27.0,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,4.0,Male,2.0,1.0,Research Scientist,3.0,Married,2539.0,1.0,No,13.0,3.0,1.0,4.0,0.0,3.0,4.0,2.0,0.0,2.0
39.0,Travel_Rarely,Research & Development,24.0,1.0,Life Sciences,1.0,Male,3.0,2.0,Research Scientist,4.0,Single,4108.0,7.0,No,13.0,1.0,0.0,18.0,2.0,3.0,7.0,7.0,0.0,4.0
33.0,Travel_Frequently,Research & Development,6.0,3.0,Life Sciences,3.0,Male,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,3.0,No,23.0,3.0,1.0,15.0,2.0,1.0,13.0,7.0,0.0,7.5
22.0,Travel_Rarely,Research & Development,8.0,1.0,Medical,3.0,Female,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,1.0,Yes,17.0,3.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0
20.0,Travel_Frequently,Sales,9.0,3.0,Marketing,4.0,Female,3.0,1.0,Sales Representative,4.0,Single,2323.0,1.0,Yes,14.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
32.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Research Scientist,2.0,Married,6220.0,1.0,No,17.0,2.0,2.0,10.0,3.0,3.0,10.0,9.0,0.0,2.0
29.0,Travel_Rarely,Research & Development,9.0,5.0,Other,2.0,Male,2.0,1.0,Laboratory Technician,4.0,Single,3983.0,0.0,No,17.0,3.0,0.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0
42.0,Travel_Rarely,Research & Development,29.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4434.0,1.0,No,13.0,4.0,1.0,10.0,3.0,2.0,9.0,8.0,0.0,7.5
36.0,Travel_Rarely,Sales,3.0,4.0,Marketing,1.0,Female,3.0,2.0,Sales Executive,2.0,Single,9278.0,3.0,Yes,16.0,4.0,0.0,15.0,3.0,3.0,5.0,1.0,0.0,2.0
28.0,Travel_Rarely,Sales,9.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Single,5253.0,1.0,No,16.0,4.0,0.0,7.0,1.0,3.0,7.0,7.0,0.0,2.5
44.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,1.0,Female,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,3.0,No,14.0,4.0,1.0,24.0,4.0,3.0,22.0,17.0,0.0,5.5
36.0,Travel_Frequently,Sales,7.0,3.0,Marketing,1.0,Female,4.0,2.0,Sales Executive,1.0,Married,4639.0,2.0,No,16.0,4.0,1.0,17.0,2.0,2.0,15.0,13.0,0.0,6.5
29.0,Travel_Rarely,Sales,5.0,3.0,Medical,1.0,Male,2.0,2.0,Sales Executive,2.0,Divorced,4187.0,1.0,Yes,13.0,2.0,1.0,10.0,3.0,2.0,10.0,9.0,0.0,0.0
27.0,Non-Travel,Research & Development,8.0,5.0,Life Sciences,1.0,Male,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,1.0,No,19.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,1.5
29.0,Travel_Rarely,Research & Development,8.0,4.0,Other,2.0,Male,1.0,1.0,Laboratory Technician,1.0,Married,2119.0,1.0,Yes,11.0,4.0,0.0,7.0,4.0,2.0,7.0,7.0,1.0,3.5
31.0,Travel_Rarely,Research & Development,11.0,2.0,Medical,3.0,Male,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,1.0,Yes,12.0,4.0,0.0,6.0,2.0,2.0,6.0,1.0,0.0,2.5
32.0,Travel_Frequently,Sales,8.0,3.0,Marketing,2.0,Female,3.0,3.0,Sales Executive,4.0,Single,8998.0,1.0,No,14.0,4.0,0.0,9.0,2.0,3.0,9.0,7.0,0.0,5.5
31.0,Travel_Rarely,Research & Development,20.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,1.0,No,11.0,1.0,1.0,10.0,2.0,3.0,10.0,2.0,0.0,4.0
45.0,Travel_Rarely,Research & Development,5.0,5.0,Medical,3.0,Female,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,1.0,Yes,14.0,1.0,0.0,10.0,3.0,3.0,10.0,4.0,0.0,4.0
27.0,Travel_Rarely,Research & Development,4.0,3.0,Life Sciences,2.0,Female,3.0,1.0,Research Scientist,3.0,Single,2318.0,1.0,No,19.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.5
27.0,Travel_Frequently,Sales,8.0,3.0,Life Sciences,4.0,Male,3.0,3.0,Sales Executive,3.0,Single,8726.0,1.0,No,15.0,4.0,0.0,9.0,0.0,3.0,9.0,7.0,0.0,4.5
55.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,3.0,Female,3.0,4.0,Manager,4.0,Single,16659.0,2.0,Yes,13.0,3.0,0.0,30.0,2.0,3.0,5.0,2.0,0.0,2.5
29.0,Travel_Rarely,Sales,10.0,1.0,Marketing,4.0,Female,2.0,2.0,Sales Executive,2.0,Divorced,8268.0,1.0,Yes,14.0,1.0,2.0,7.0,2.0,3.0,7.0,7.0,0.0,4.0
27.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1.0,Female,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,0.0,No,18.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0
36.0,Travel_Rarely,Sales,3.0,1.0,Life Sciences,3.0,Male,2.0,3.0,Sales Executive,4.0,Married,10325.0,1.0,Yes,11.0,1.0,1.0,16.0,6.0,3.0,16.0,7.0,1.0,5.0
38.0,Travel_Rarely,Research & Development,17.0,1.0,Life Sciences,3.0,Female,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,0.0,No,18.0,1.0,1.0,20.0,4.0,2.0,19.0,9.0,0.0,5.0
33.0,Travel_Frequently,Sales,10.0,3.0,Marketing,2.0,Male,2.0,2.0,Sales Executive,4.0,Single,4682.0,3.0,No,14.0,3.0,0.0,9.0,6.0,2.0,7.0,1.0,0.0,3.5
27.0,Travel_Rarely,Research & Development,17.0,3.0,Technical Degree,3.0,Male,3.0,1.0,Research Scientist,2.0,Married,3058.0,0.0,Yes,16.0,4.0,1.0,6.0,3.0,2.0,5.0,1.0,0.0,1.5
40.0,Travel_Frequently,Research & Development,9.0,4.0,Medical,2.0,Female,3.0,3.0,Research Director,3.0,Single,13499.0,9.0,No,17.0,3.0,0.0,20.0,3.0,2.0,18.0,13.0,0.0,4.5
27.0,Travel_Frequently,Sales,20.0,3.0,Life Sciences,4.0,Female,3.0,2.0,Sales Executive,3.0,Single,9981.0,1.0,No,14.0,4.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,3.5
36.0,Travel_Rarely,Research & Development,2.0,4.0,Other,4.0,Female,3.0,2.0,Research Scientist,2.0,Married,6962.0,4.0,Yes,22.0,4.0,1.0,15.0,2.0,3.0,1.0,0.0,0.0,0.0
29.0,Travel_Rarely,Research & Development,8.0,1.0,Medical,2.0,Male,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,1.0,Yes,15.0,3.0,1.0,10.0,2.0,2.0,10.0,2.0,0.0,4.0
35.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,3.0,Male,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,1.0,No,18.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0
37.0,Travel_Frequently,Research & Development,11.0,3.0,Other,2.0,Male,3.0,3.0,Research Director,4.0,Divorced,12185.0,1.0,Yes,14.0,3.0,3.0,10.0,1.0,3.0,10.0,7.0,0.0,4.0
60.0,Travel_Rarely,Sales,7.0,4.0,Marketing,2.0,Male,4.0,2.0,Sales Executive,4.0,Divorced,5220.0,0.0,Yes,18.0,2.0,1.0,12.0,3.0,3.0,11.0,9.0,0.0,4.0
33.0,Travel_Frequently,Research & Development,7.0,2.0,Life Sciences,4.0,Male,3.0,2.0,Healthcare Representative,3.0,Divorced,5968.0,1.0,No,20.0,3.0,3.0,9.0,2.0,3.0,9.0,8.0,0.0,4.5
36.0,Travel_Rarely,Research & Development,3.0,3.0,Technical Degree,3.0,Male,3.0,2.0,Research Scientist,2.0,Single,4485.0,4.0,No,12.0,4.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,3.5
53.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,3.0,Male,4.0,4.0,Research Director,3.0,Married,14814.0,3.0,No,19.0,3.0,0.0,32.0,3.0,3.0,5.0,3.0,0.0,1.0
38.0,Non-Travel,Research & Development,6.0,3.0,Medical,2.0,Female,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,7.0,Yes,12.0,4.0,3.0,17.0,3.0,3.0,13.0,9.0,0.0,6.0
34.0,Travel_Rarely,Research & Development,19.0,3.0,Life Sciences,2.0,Female,2.0,1.0,Research Scientist,4.0,Married,2929.0,1.0,No,12.0,2.0,0.0,10.0,3.0,3.0,10.0,7.0,0.0,8.5
48.0,Travel_Rarely,Sales,7.0,3.0,Marketing,3.0,Male,3.0,2.0,Sales Executive,1.0,Divorced,5486.0,4.0,No,11.0,1.0,3.0,15.0,3.0,3.0,2.0,2.0,0.0,2.0
33.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,3.0,Male,3.0,1.0,Laboratory Technician,4.0,Single,2496.0,4.0,No,11.0,4.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.5
51.0,Travel_Frequently,Research & Development,1.0,4.0,Medical,1.0,Female,2.0,3.0,Healthcare Representative,1.0,Single,7484.0,3.0,No,20.0,3.0,0.0,23.0,1.0,2.0,13.0,8.0,0.0,12.0
27.0,Travel_Rarely,Sales,8.0,4.0,Marketing,2.0,Female,3.0,2.0,Sales Executive,2.0,Married,6214.0,1.0,No,18.0,1.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,3.5
53.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,1.0,Female,2.0,4.0,Manager,4.0,Married,15427.0,2.0,No,16.0,3.0,0.0,31.0,3.0,3.0,25.0,7.0,0.0,5.5
36.0,Travel_Rarely,Research & Development,8.0,3.0,Technical Degree,3.0,Female,3.0,3.0,Healthcare Representative,3.0,Divorced,10096.0,1.0,No,13.0,2.0,3.0,17.0,2.0,3.0,17.0,8.0,0.0,13.0
27.0,Travel_Rarely,Research & Development,5.0,1.0,Technical Degree,3.0,Male,2.0,3.0,Research Director,4.0,Divorced,12808.0,1.0,Yes,16.0,2.0,1.0,9.0,3.0,3.0,9.0,8.0,0.0,4.0
49.0,Travel_Rarely,Research & Development,22.0,4.0,Other,1.0,Female,3.0,4.0,Research Director,2.0,Married,16413.0,3.0,No,16.0,2.0,2.0,27.0,2.0,3.0,4.0,2.0,0.0,1.5
58.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,1.0,Male,3.0,1.0,Research Scientist,3.0,Divorced,2372.0,1.0,No,12.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0
37.0,Travel_Rarely,Research & Development,10.0,4.0,Medical,4.0,Male,3.0,2.0,Manufacturing Director,1.0,Single,4213.0,1.0,No,15.0,2.0,0.0,10.0,4.0,1.0,10.0,8.0,1.0,1.5
31.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,3.0,Female,3.0,3.0,Manufacturing Director,4.0,Single,7143.0,1.0,Yes,14.0,3.0,0.0,11.0,2.0,2.0,11.0,10.0,0.0,6.5
47.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,2.0,Female,4.0,4.0,Manager,2.0,Divorced,15972.0,6.0,No,14.0,3.0,3.0,29.0,2.0,3.0,3.0,2.0,0.0,1.5
45.0,Travel_Rarely,Sales,11.0,2.0,Life Sciences,4.0,Female,3.0,4.0,Manager,4.0,Married,17650.0,3.0,No,13.0,2.0,1.0,26.0,4.0,4.0,9.0,1.0,0.0,2.0
37.0,Travel_Rarely,Sales,6.0,4.0,Medical,3.0,Male,3.0,2.0,Sales Executive,4.0,Married,6502.0,4.0,No,14.0,2.0,1.0,7.0,5.0,4.0,5.0,1.0,0.0,2.0
42.0,Travel_Frequently,Sales,12.0,3.0,Life Sciences,3.0,Male,3.0,4.0,Sales Executive,1.0,Single,13758.0,0.0,Yes,12.0,2.0,0.0,22.0,2.0,2.0,21.0,14.0,1.0,11.0
31.0,Travel_Frequently,Sales,26.0,4.0,Marketing,1.0,Male,3.0,2.0,Sales Executive,4.0,Married,5617.0,1.0,Yes,11.0,3.0,0.0,10.0,4.0,3.0,10.0,8.0,1.0,3.5
34.0,Non-Travel,Sales,10.0,3.0,Life Sciences,4.0,Male,3.0,2.0,Sales Executive,3.0,Divorced,4001.0,1.0,Yes,14.0,3.0,1.0,15.0,3.0,3.0,15.0,7.0,0.0,7.0
38.0,Travel_Rarely,Research & Development,10.0,3.0,Medical,2.0,Female,1.0,3.0,Research Director,3.0,Married,13206.0,3.0,No,12.0,1.0,1.0,20.0,3.0,3.0,18.0,11.0,0.0,8.5
19.0,Travel_Rarely,Research & Development,9.0,2.0,Life Sciences,3.0,Male,3.0,1.0,Research Scientist,1.0,Single,2552.0,1.0,No,25.0,3.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.5
30.0,Travel_Rarely,Human Resources,1.0,3.0,Life Sciences,3.0,Male,3.0,1.0,Human Resources,3.0,Divorced,2064.0,0.0,No,21.0,1.0,1.0,6.0,3.0,4.0,5.0,3.0,0.0,2.0
53.0,Travel_Rarely,Research & Development,3.0,4.0,Medical,3.0,Male,3.0,4.0,Research Director,3.0,Married,17584.0,3.0,Yes,16.0,4.0,3.0,21.0,5.0,2.0,5.0,3.0,0.0,2.0
35.0,Travel_Rarely,Sales,16.0,3.0,Marketing,3.0,Male,3.0,3.0,Sales Executive,2.0,Married,8020.0,0.0,No,15.0,3.0,2.0,12.0,3.0,2.0,11.0,9.0,0.0,7.5
40.0,Travel_Frequently,Research & Development,2.0,2.0,Medical,3.0,Female,4.0,2.0,Healthcare Representative,2.0,Married,4244.0,1.0,No,24.0,4.0,1.0,8.0,2.0,3.0,8.0,7.0,0.0,5.0
55.0,Travel_Rarely,Research & Development,2.0,4.0,Technical Degree,2.0,Male,2.0,1.0,Research Scientist,4.0,Married,2662.0,8.0,No,20.0,2.0,1.0,19.0,2.0,4.0,5.0,4.0,0.0,1.0
39.0,Non-Travel,Research & Development,25.0,2.0,Life Sciences,3.0,Male,3.0,3.0,Healthcare Representative,3.0,Married,10920.0,3.0,No,21.0,2.0,1.0,13.0,2.0,3.0,6.0,5.0,0.0,2.0
30.0,Travel_Rarely,Sales,5.0,3.0,Life Sciences,2.0,Female,3.0,3.0,Sales Executive,4.0,Married,9419.0,2.0,No,12.0,3.0,1.0,12.0,2.0,3.0,10.0,4.0,0.0,8.0
47.0,Travel_Frequently,Research & Development,16.0,4.0,Medical,3.0,Male,4.0,2.0,Manufacturing Director,3.0,Divorced,5067.0,1.0,Yes,19.0,3.0,0.0,20.0,3.0,4.0,19.0,7.0,0.0,6.0
33.0,Travel_Rarely,Research & Development,21.0,3.0,Medical,2.0,Male,4.0,1.0,Laboratory Technician,2.0,Married,2028.0,1.0,No,18.0,4.0,3.0,14.0,6.0,3.0,14.0,13.0,0.0,6.5
35.0,Travel_Frequently,Research & Development,4.0,4.0,Life Sciences,3.0,Male,3.0,2.0,Research Scientist,3.0,Single,4249.0,1.0,Yes,11.0,2.0,0.0,9.0,3.0,3.0,9.0,1.0,0.0,3.5
30.0,Non-Travel,Sales,22.0,4.0,Other,3.0,Female,3.0,3.0,Sales Executive,1.0,Married,8412.0,0.0,No,11.0,3.0,0.0,10.0,3.0,3.0,9.0,8.0,0.0,7.5
32.0,Travel_Frequently,Research & Development,24.0,4.0,Life Sciences,1.0,Male,3.0,2.0,Laboratory Technician,4.0,Married,5309.0,1.0,No,15.0,4.0,2.0,10.0,2.0,3.0,10.0,7.0,0.0,6.0
42.0,Non-Travel,Research & Development,10.0,4.0,Technical Degree,3.0,Male,3.0,1.0,Research Scientist,3.0,Married,2936.0,3.0,No,22.0,2.0,2.0,10.0,1.0,2.0,6.0,3.0,0.0,3.0
54.0,Travel_Rarely,Research & Development,19.0,4.0,Medical,4.0,Female,3.0,2.0,Manufacturing Director,1.0,Divorced,5485.0,9.0,Yes,11.0,2.0,2.0,9.0,4.0,3.0,5.0,4.0,0.0,2.0
32.0,Travel_Rarely,Research & Development,5.0,2.0,Life Sciences,1.0,Male,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,0.0,Yes,12.0,4.0,2.0,7.0,5.0,2.0,6.0,5.0,0.0,1.0
30.0,Non-Travel,Sales,25.0,2.0,Technical Degree,4.0,Female,3.0,2.0,Sales Executive,3.0,Married,4736.0,7.0,Yes,12.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0
35.0,Travel_Rarely,Sales,15.0,2.0,Medical,1.0,Male,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,6.0,Yes,14.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0
42.0,Travel_Rarely,Research & Development,24.0,3.0,Medical,4.0,Male,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,1.0,Yes,21.0,4.0,1.0,10.0,5.0,2.0,10.0,8.0,0.0,7.0
43.0,Travel_Frequently,Research & Development,10.0,4.0,Life Sciences,3.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,2455.0,0.0,No,19.0,1.0,0.0,9.0,5.0,3.0,8.0,7.0,0.0,4.0
25.0,Travel_Rarely,Sales,10.0,4.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,4.0,Single,4950.0,0.0,No,14.0,2.0,0.0,5.0,4.0,3.0,4.0,1.0,0.0,2.0
34.0,Travel_Rarely,Research & Development,1.0,2.0,Medical,1.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,1.0,No,15.0,3.0,0.0,5.0,2.0,3.0,5.0,3.0,0.0,1.5
36.0,Travel_Frequently,Research & Development,3.0,2.0,Medical,4.0,Male,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,4.0,No,12.0,3.0,0.0,13.0,3.0,2.0,8.0,2.0,0.0,7.0
50.0,Travel_Rarely,Sales,8.0,4.0,Marketing,4.0,Male,3.0,1.0,Sales Representative,2.0,Married,3875.0,7.0,No,15.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0
46.0,Travel_Rarely,Sales,2.0,4.0,Marketing,2.0,Female,3.0,5.0,Manager,1.0,Single,18947.0,3.0,No,12.0,4.0,0.0,22.0,2.0,2.0,2.0,1.0,0.0,2.0
41.0,Travel_Rarely,Human Resources,10.0,4.0,Human Resources,2.0,Male,2.0,5.0,Manager,4.0,Divorced,19141.0,3.0,No,15.0,2.0,3.0,23.0,2.0,2.0,21.0,6.0,0.0,9.0
40.0,Non-Travel,Sales,28.0,3.0,Other,3.0,Male,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,3.0,No,15.0,3.0,1.0,20.0,2.0,3.0,1.0,1.0,0.0,0.0
50.0,Travel_Rarely,Sales,9.0,3.0,Marketing,3.0,Male,3.0,5.0,Manager,3.0,Married,19331.0,4.0,Yes,16.0,3.0,1.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0
34.0,Travel_Frequently,Research & Development,1.0,4.0,Other,4.0,Male,3.0,1.0,Research Scientist,1.0,Divorced,2996.0,5.0,No,14.0,3.0,2.0,10.0,2.0,3.0,4.0,3.0,0.0,2.0
55.0,Travel_Rarely,Research & Development,22.0,3.0,Technical Degree,1.0,Male,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,5.0,No,12.0,4.0,1.0,8.0,1.0,3.0,4.0,2.0,0.0,1.5
38.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,3.0,Female,3.0,3.0,Manufacturing Director,3.0,Single,7861.0,4.0,Yes,14.0,4.0,0.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0
36.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,2.0,Male,3.0,2.0,Manufacturing Director,2.0,Divorced,4941.0,6.0,No,20.0,4.0,2.0,7.0,0.0,3.0,3.0,1.0,0.0,1.0
30.0,Travel_Rarely,Sales,29.0,4.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,1.0,Divorced,4115.0,8.0,No,19.0,3.0,3.0,8.0,3.0,3.0,4.0,3.0,0.0,1.5
54.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,4.0,Female,3.0,2.0,Research Scientist,4.0,Married,6854.0,4.0,No,15.0,2.0,1.0,14.0,2.0,2.0,7.0,7.0,0.0,1.0
25.0,Travel_Rarely,Sales,19.0,2.0,Marketing,3.0,Male,2.0,1.0,Sales Representative,2.0,Married,2413.0,1.0,Yes,18.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0
34.0,Travel_Frequently,Research & Development,22.0,4.0,Other,3.0,Male,2.0,2.0,Research Scientist,4.0,Married,5747.0,1.0,Yes,15.0,2.0,0.0,16.0,3.0,3.0,15.0,11.0,0.0,8.0
40.0,Non-Travel,Research & Development,8.0,2.0,Life Sciences,4.0,Male,3.0,2.0,Healthcare Representative,4.0,Divorced,4069.0,3.0,Yes,18.0,3.0,0.0,8.0,2.0,3.0,2.0,2.0,0.0,2.0
35.0,Travel_Rarely,Research & Development,23.0,2.0,Life Sciences,2.0,Male,2.0,2.0,Manufacturing Director,3.0,Married,5916.0,3.0,Yes,13.0,1.0,0.0,8.0,1.0,3.0,1.0,1.0,1.0,0.0
26.0,Travel_Rarely,Research & Development,1.0,2.0,Medical,1.0,Male,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,1.0,No,16.0,1.0,2.0,6.0,2.0,3.0,5.0,3.0,0.0,2.0
39.0,Travel_Rarely,Sales,15.0,4.0,Marketing,2.0,Male,3.0,4.0,Sales Executive,1.0,Single,13341.0,0.0,No,12.0,1.0,0.0,21.0,3.0,3.0,20.0,10.0,0.0,9.5
41.0,Non-Travel,Research & Development,7.0,1.0,Life Sciences,2.0,Female,1.0,5.0,Research Director,3.0,Divorced,19973.0,1.0,No,22.0,2.0,2.0,21.0,3.0,3.0,21.0,10.0,0.0,10.5
45.0,Non-Travel,Research & Development,23.0,2.0,Life Sciences,4.0,Male,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,1.0,Yes,15.0,3.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,4.0
20.0,Travel_Rarely,Research & Development,4.0,3.0,Technical Degree,1.0,Male,3.0,1.0,Laboratory Technician,1.0,Single,2973.0,1.0,No,19.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0
40.0,Travel_Rarely,Sales,4.0,4.0,Marketing,3.0,Male,2.0,3.0,Sales Executive,4.0,Married,10855.0,7.0,No,11.0,1.0,1.0,15.0,2.0,2.0,12.0,11.0,0.0,6.5
29.0,Travel_Rarely,Research & Development,23.0,2.0,Life Sciences,3.0,Male,4.0,1.0,Research Scientist,3.0,Married,2700.0,1.0,No,24.0,3.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,3.5
40.0,Travel_Rarely,Research & Development,24.0,2.0,Technical Degree,1.0,Male,3.0,2.0,Research Scientist,4.0,Divorced,3319.0,1.0,No,17.0,1.0,2.0,9.0,3.0,3.0,9.0,7.0,0.0,6.0
22.0,Travel_Rarely,Research & Development,6.0,1.0,Medical,1.0,Male,3.0,1.0,Research Scientist,3.0,Married,2773.0,0.0,No,20.0,4.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0
27.0,Travel_Rarely,Sales,2.0,1.0,Marketing,3.0,Male,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,0.0,No,11.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,1.0,1.5
36.0,Travel_Rarely,Human Resources,13.0,3.0,Human Resources,3.0,Male,3.0,1.0,Human Resources,2.0,Married,2143.0,4.0,No,13.0,2.0,1.0,8.0,2.0,3.0,5.0,4.0,0.0,1.0
31.0,Travel_Rarely,Sales,5.0,4.0,Life Sciences,1.0,Female,3.0,2.0,Sales Executive,4.0,Married,5476.0,1.0,No,11.0,1.0,2.0,10.0,2.0,3.0,10.0,2.0,0.0,0.0
24.0,Travel_Frequently,Human Resources,10.0,3.0,Medical,1.0,Male,3.0,1.0,Human Resources,4.0,Married,2145.0,0.0,No,14.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0
29.0,Travel_Frequently,Sales,1.0,1.0,Medical,2.0,Female,3.0,3.0,Sales Executive,4.0,Married,7918.0,1.0,No,14.0,4.0,1.0,11.0,5.0,3.0,11.0,1.0,0.0,7.0
